date_collected,redcap_event_name,date_collected_complete,rainfall_hobo,temp_mean_hobo,temp_min_hobo,temp_max_hobo,rh_mean_hobo,rh_min_hobo,rh_max_hobo,dewpt_mean_hobo,dewpt_min_hobo,dewpt_max_hobo,hobo_complete
2021-01-11,ukunda_arm_1,2,0.0,27.2,24.6,32.6,,,,,,,2
2021-01-11,ukunda_dispensary_arm_1,2,,27.0,25.2,30.7,,,,,,,2
2021-01-11,msambweni_arm_1,2,0.3,27.8,24.2,34.2,,,,,,,2
2021-01-11,msambweni_insectar_arm_1,2,,28.0,26.9,29.7,80.2,73.8,84.6,24.3,24.0,25.0,2
2021-01-12,kisumu_arm_1,2,0.3,23.0,20.0,28.1,80.2,57.9,93.7,19.2,18.7,20.0,2
2021-01-12,ukunda_arm_1,2,0.0,27.5,24.4,33.6,,,,,,,2
2021-01-12,ukunda_dispensary_arm_1,2,,27.4,25.2,30.4,,,,,,,2
2021-01-12,msambweni_arm_1,2,0.0,28.4,24.3,36.5,,,,,,,2
2021-01-12,msambweni_insectar_arm_1,2,,28.5,27.0,30.4,76.5,71.9,80.4,24.0,23.2,25.1,2
2021-01-13,kisumu_arm_1,2,0.0,24.6,20.3,32.8,71.6,40.5,92.0,18.6,16.8,19.9,2
2021-01-13,ukunda_arm_1,2,0.0,27.4,23.8,32.4,,,,,,,2
2021-01-13,ukunda_dispensary_arm_1,2,,27.2,25.0,30.2,,,,,,,2
2021-01-13,msambweni_arm_1,2,0.0,28.9,24.1,37.5,,,,,,,2
2021-01-13,msambweni_insectar_arm_1,2,,28.9,27.3,31.0,74.6,68.0,79.8,24.0,23.5,24.7,2
2021-01-14,kisumu_arm_1,2,0.3,25.1,21.3,33.7,69.0,36.4,87.3,18.4,14.6,20.0,2
2021-01-14,ukunda_arm_1,2,0.0,27.6,23.4,33.5,,,,,,,2
2021-01-14,ukunda_dispensary_arm_1,2,,27.6,24.7,31.5,,,,,,,2
2021-01-14,msambweni_arm_1,2,0.0,29.6,23.0,37.8,,,,,,,2
2021-01-14,msambweni_insectar_arm_1,2,,29.4,27.1,31.5,72.7,67.4,79.1,24.0,23.2,24.8,2
2021-01-15,kisumu_arm_1,2,30.2,23.6,20.1,32.6,74.4,42.4,92.0,18.2,16.8,19.6,2
2021-01-15,ukunda_arm_1,2,0.0,27.9,23.8,34.6,,,,,,,2
2021-01-15,ukunda_dispensary_arm_1,2,,27.8,25.2,31.8,,,,,,,2
2021-01-15,msambweni_arm_1,2,0.0,29.4,23.2,38.0,,,,,,,2
2021-01-15,msambweni_insectar_arm_1,2,,29.6,27.6,31.9,72.7,64.3,78.8,24.2,23.4,25.8,2
2021-01-16,kisumu_arm_1,2,3.3,22.6,19.4,29.0,80.6,51.8,94.7,18.9,18.0,20.4,2
2021-01-16,ukunda_arm_1,2,0.0,28.8,24.0,35.3,,,,,,,2
2021-01-16,ukunda_dispensary_arm_1,2,,28.7,25.5,33.1,,,,,,,2
2021-01-16,msambweni_arm_1,2,0.0,30.6,24.8,39.3,,,,,,,2
2021-01-16,msambweni_insectar_arm_1,2,,30.2,28.3,32.6,71.1,64.2,76.9,24.4,23.5,25.2,2
2021-01-17,kisumu_arm_1,2,6.9,23.0,19.6,33.0,79.9,42.8,96.9,18.8,16.6,20.1,2
2021-01-17,ukunda_arm_1,2,0.0,28.6,24.7,35.0,,,,,,,2
2021-01-17,ukunda_dispensary_arm_1,2,,28.5,26.3,32.6,,,,,,,2
2021-01-17,msambweni_arm_1,2,0.0,30.4,24.2,39.7,,,,,,,2
2021-01-17,msambweni_insectar_arm_1,2,,30.5,28.7,32.8,71.0,64.5,77.5,24.6,23.7,25.7,2
2021-01-18,kisumu_arm_1,2,14.5,22.6,18.7,31.2,78.5,43.3,96.8,18.2,16.6,20.1,2
2021-01-18,ukunda_arm_1,2,0.0,28.6,24.4,35.2,,,,,,,2
2021-01-18,ukunda_dispensary_arm_1,2,,28.4,26.0,32.3,,,,,,,2
2021-01-18,msambweni_arm_1,2,0.0,30.5,24.7,38.4,,,,,,,2
2021-01-18,msambweni_insectar_arm_1,2,,30.5,28.5,32.6,72.4,65.6,77.8,25.0,24.2,26.1,2
2021-01-19,kisumu_arm_1,2,0.8,23.9,20.2,32.6,73.2,42.4,89.1,18.4,17.4,20.1,2
2021-01-19,ukunda_arm_1,2,0.0,28.5,23.2,35.8,,,,,,,2
2021-01-19,ukunda_dispensary_arm_1,2,,28.7,25.0,33.8,,,,,,,2
2021-01-19,msambweni_arm_1,2,0.0,30.6,23.9,40.1,,,,,,,2
2021-01-19,msambweni_insectar_arm_1,2,,30.4,27.7,32.7,68.3,56.6,77.0,23.8,22.8,24.9,2
2021-01-20,kisumu_arm_1,2,0.0,24.4,18.7,33.6,67.0,33.4,91.2,17.1,14.7,18.3,2
2021-01-20,ukunda_arm_1,2,0.0,27.9,22.6,34.8,,,,,,,2
2021-01-20,ukunda_dispensary_arm_1,2,,28.2,24.7,32.4,,,,,,,2
2021-01-20,msambweni_arm_1,2,0.0,29.9,23.5,38.6,,,,,,,2
2021-01-20,msambweni_insectar_arm_1,2,,30.2,28.3,32.4,69.7,63.7,75.6,24.1,23.1,25.2,2
2021-01-21,kisumu_arm_1,2,0.0,24.9,19.4,32.6,67.6,38.6,88.4,17.9,16.3,19.1,2
2021-01-21,ukunda_arm_1,2,0.0,27.9,24.1,33.7,,,,,,,2
2021-01-21,ukunda_dispensary_arm_1,2,,27.8,25.4,31.4,,,,,,,2
2021-01-21,msambweni_arm_1,2,0.0,29.3,24.1,38.2,,,,,,,2
2021-01-21,msambweni_insectar_arm_1,2,,29.7,27.9,32.1,73.7,67.8,77.0,24.5,23.3,25.8,2
2021-01-22,kisumu_arm_1,2,0.0,24.5,19.5,29.9,68.5,45.3,87.3,17.9,15.8,19.8,2
2021-01-22,ukunda_arm_1,2,0.0,27.5,25.2,31.5,,,,,,,2
2021-01-22,ukunda_dispensary_arm_1,2,,27.6,26.2,30.3,,,,,,,2
2021-01-22,msambweni_arm_1,2,0.0,29.8,25.5,36.7,,,,,,,2
2021-01-22,msambweni_insectar_arm_1,2,,29.6,28.2,31.3,74.9,69.5,78.1,24.6,24.0,25.4,2
2021-01-23,kisumu_arm_1,2,14.7,25.2,20.0,35.6,69.0,32.2,90.5,18.2,15.4,20.4,2
2021-01-23,ukunda_arm_1,2,0.0,28.0,24.1,34.1,,,,,,,2
2021-01-23,ukunda_dispensary_arm_1,2,,27.6,25.3,31.2,,,,,,,2
2021-01-23,msambweni_arm_1,2,0.0,29.9,24.2,38.3,,,,,,,2
2021-01-23,msambweni_insectar_arm_1,2,,29.6,27.6,31.6,74.7,68.4,80.4,24.6,23.8,25.6,2
2021-01-24,kisumu_arm_1,2,21.1,24.2,18.5,35.0,71.7,29.5,93.7,17.7,14.4,19.8,2
2021-01-24,ukunda_arm_1,2,0.0,28.5,23.6,35.0,,,,,,,2
2021-01-24,ukunda_dispensary_arm_1,2,,28.2,25.4,31.8,,,,,,,2
2021-01-24,msambweni_arm_1,2,0.5,30.6,24.4,38.6,,,,,,,2
2021-01-24,msambweni_insectar_arm_1,2,,30.0,27.9,32.1,73.5,68.6,77.5,24.7,23.6,25.6,2
2021-01-25,kisumu_arm_1,2,0.0,24.6,18.7,32.3,69.5,39.8,92.0,18.0,13.8,20.4,2
2021-01-25,ukunda_arm_1,2,0.0,28.0,24.9,34.8,,,,,,,2
2021-01-25,ukunda_dispensary_arm_1,2,,28.7,26.0,32.8,,,,,,,2
2021-01-25,msambweni_arm_1,2,0.0,31.0,25.2,39.0,,,,,,,2
2021-01-25,msambweni_insectar_arm_1,2,,30.5,28.4,32.9,72.4,64.6,78.4,25.0,24.3,25.9,2
2021-01-26,kisumu_arm_1,2,0.0,25.0,18.6,34.8,61.5,15.6,92.0,15.2,4.4,19.0,2
2021-01-26,ukunda_arm_1,2,0.0,28.0,22.8,35.6,,,,,,,2
2021-01-26,ukunda_dispensary_arm_1,2,,28.6,26.3,32.7,,,,,,,2
2021-01-26,msambweni_arm_1,2,0.0,30.6,24.7,38.9,,,,,,,2
2021-01-26,msambweni_insectar_arm_1,2,,30.3,28.4,32.5,72.0,64.3,79.0,24.7,23.6,25.7,2
2021-01-27,kisumu_arm_1,2,0.0,25.4,18.7,34.6,60.7,28.6,86.2,16.1,12.3,18.5,2
2021-01-27,ukunda_arm_1,2,0.0,29.0,25.2,36.2,,,,,,,2
2021-01-27,ukunda_dispensary_arm_1,2,,28.3,24.6,33.3,,,,,,,2
2021-01-27,msambweni_arm_1,2,0.0,30.3,23.3,39.2,,,,,,,2
2021-01-27,msambweni_insectar_arm_1,2,,29.8,27.1,32.1,70.5,65.0,75.7,23.8,22.5,25.1,2
2021-01-28,kisumu_arm_1,2,0.0,26.3,18.7,36.0,49.8,17.0,76.0,13.4,7.1,19.1,2
2021-01-28,ukunda_arm_1,2,0.0,29.3,24.8,35.3,,,,,,,2
2021-01-28,ukunda_dispensary_arm_1,2,,28.8,26.5,32.5,,,,,,,2
2021-01-28,msambweni_arm_1,2,0.0,30.8,25.4,39.6,,,,,,,2
2021-01-28,msambweni_insectar_arm_1,2,,30.4,28.6,32.5,70.2,62.2,76.6,24.3,23.7,24.9,2
2021-01-29,kisumu_arm_1,2,0.0,27.1,20.2,36.8,50.7,20.0,70.3,14.8,10.2,19.3,2
2021-01-29,ukunda_arm_1,2,0.0,29.1,24.7,35.2,,,,,,,2
2021-01-29,ukunda_dispensary_arm_1,2,,28.5,26.2,31.7,,,,,,,2
2021-01-29,msambweni_arm_1,2,0.0,30.6,25.9,38.3,,,,,,,2
2021-01-29,msambweni_insectar_arm_1,2,,30.5,28.6,32.6,69.9,63.6,76.3,24.4,24.0,25.2,2
2021-01-30,kisumu_arm_1,2,0.0,26.9,21.3,36.5,54.9,21.4,81.4,15.8,10.8,19.2,2
2021-01-30,ukunda_arm_1,2,0.0,28.7,25.1,34.6,,,,,,,2
2021-01-30,ukunda_dispensary_arm_1,2,,28.5,26.1,32.1,,,,,,,2
2021-01-30,msambweni_arm_1,2,0.0,30.4,25.4,37.9,,,,,,,2
2021-01-30,msambweni_insectar_arm_1,2,,30.2,28.5,32.1,70.7,64.0,77.5,24.3,23.9,24.9,2
2021-01-31,kisumu_arm_1,2,0.0,26.5,20.0,36.4,55.3,23.1,81.2,15.4,10.1,19.0,2
2021-01-31,ukunda_arm_1,2,0.0,29.1,23.6,35.9,,,,,,,2
2021-01-31,ukunda_dispensary_arm_1,2,,29.0,26.3,32.9,,,,,,,2
2021-01-31,msambweni_arm_1,2,0.0,31.0,26.1,39.0,,,,,,,2
2021-01-31,msambweni_insectar_arm_1,2,,30.6,28.7,33.0,66.6,56.7,74.1,23.7,22.9,24.6,2
2021-02-01,kisumu_arm_1,2,0.0,26.0,16.5,37.8,40.7,15.0,75.2,9.4,3.4,16.9,2
2021-02-01,ukunda_arm_1,2,0.0,28.5,22.5,35.5,,,,,,,2
2021-02-01,ukunda_dispensary_arm_1,2,,28.8,25.5,32.5,,,,,,,2
2021-02-01,msambweni_arm_1,2,0.0,30.8,24.3,40.5,,,,,,,2
2021-02-01,msambweni_insectar_arm_1,2,,30.4,28.0,32.7,67.0,59.6,73.8,23.6,22.9,24.7,2
2021-02-02,kisumu_arm_1,2,0.0,26.0,18.7,35.8,43.7,18.4,63.6,11.8,7.3,16.7,2
2021-02-02,ukunda_arm_1,2,0.0,29.3,25.5,35.3,,,,,,,2
2021-02-02,ukunda_dispensary_arm_1,2,,28.6,24.8,32.5,,,,,,,2
2021-02-02,msambweni_arm_1,2,0.0,30.5,22.6,40.8,,,,,,,2
2021-02-02,msambweni_insectar_arm_1,2,,30.0,27.8,32.5,68.6,63.6,73.4,23.6,22.4,25.1,2
2021-02-03,kisumu_arm_1,2,0.0,27.1,20.6,36.6,49.0,22.7,69.5,14.6,11.9,17.5,2
2021-02-03,ukunda_arm_1,2,0.0,29.1,23.0,36.6,,,,,,,2
2021-02-03,ukunda_dispensary_arm_1,2,,29.3,26.8,33.1,,,,,,,2
2021-02-03,msambweni_arm_1,2,0.0,31.2,25.4,40.2,,,,,,,2
2021-02-03,msambweni_insectar_arm_1,2,,30.7,28.4,33.5,69.0,58.6,77.8,24.3,23.7,25.3,2
2021-02-04,kisumu_arm_1,2,0.0,26.9,20.0,36.4,51.0,20.6,74.1,14.8,9.5,17.0,2
2021-02-04,ukunda_arm_1,2,0.0,29.1,23.6,36.9,,,,,,,2
2021-02-04,ukunda_dispensary_arm_1,2,,28.9,25.2,34.3,,,,,,,2
2021-02-04,msambweni_arm_1,2,0.0,30.6,23.2,39.5,,,,,,,2
2021-02-04,msambweni_insectar_arm_1,2,,30.4,27.7,32.7,69.5,63.4,76.2,24.2,23.1,25.3,2
2021-02-05,kisumu_arm_1,2,0.8,26.6,20.5,36.4,53.3,24.2,73.9,15.4,11.4,19.3,2
2021-02-05,ukunda_arm_1,2,0.0,29.5,24.0,36.4,,,,,,,2
2021-02-05,ukunda_dispensary_arm_1,2,,29.4,25.7,34.2,,,,,,,2
2021-02-05,msambweni_arm_1,2,0.0,30.9,23.0,40.1,,,,,,,2
2021-02-05,msambweni_insectar_arm_1,2,,30.5,27.9,32.9,69.0,62.1,76.2,24.1,23.1,25.3,2
2021-02-06,kisumu_arm_1,2,0.0,25.3,21.3,31.1,61.7,40.8,81.1,17.0,14.2,18.3,2
2021-02-06,ukunda_arm_1,2,0.0,29.7,24.7,36.6,,,,,,,2
2021-02-06,ukunda_dispensary_arm_1,2,,29.5,25.8,34.3,,,,,,,2
2021-02-06,msambweni_arm_1,2,0.0,31.4,23.7,40.2,,,,,,,2
2021-02-06,msambweni_insectar_arm_1,2,,30.8,28.1,33.2,69.5,62.7,77.2,24.6,23.7,25.4,2
2021-02-07,kisumu_arm_1,2,0.0,25.3,21.9,31.8,58.1,36.2,79.8,15.9,10.5,18.3,2
2021-02-07,ukunda_arm_1,2,0.5,30.1,25.4,37.8,,,,,,,2
2021-02-07,ukunda_dispensary_arm_1,2,,29.5,26.4,34.6,,,,,,,2
2021-02-07,msambweni_arm_1,2,0.0,31.2,24.3,39.7,,,,,,,2
2021-02-07,msambweni_insectar_arm_1,2,,31.0,28.5,33.6,69.7,63.9,76.6,24.8,23.9,25.9,2
2021-02-08,kisumu_arm_1,2,0.0,25.9,21.5,33.1,52.8,25.1,73.9,14.7,10.6,16.8,2
2021-02-08,ukunda_arm_1,2,0.0,26.3,24.6,33.1,,,,,,,2
2021-02-08,ukunda_dispensary_arm_1,2,,27.4,26.1,30.2,,,,,,,2
2021-02-08,msambweni_arm_1,2,37.1,27.5,22.9,34.2,,,,,,,2
2021-02-08,msambweni_insectar_arm_1,2,,29.5,27.2,31.1,77.1,68.3,85.6,25.0,22.5,25.9,2
2021-02-09,kisumu_arm_1,2,3.3,26.9,22.1,34.8,55.1,31.3,80.7,16.6,14.9,19.6,2
2021-02-09,ukunda_arm_1,2,0.0,27.6,25.2,31.7,,,,,,,2
2021-02-09,ukunda_dispensary_arm_1,2,,27.4,26.0,29.5,,,,,,,2
2021-02-09,msambweni_arm_1,2,0.0,28.6,25.5,34.7,,,,,,,2
2021-02-09,msambweni_insectar_arm_1,2,,28.6,27.5,30.3,79.6,71.0,86.2,24.7,23.8,25.3,2
2021-02-10,kisumu_arm_1,2,9.4,25.9,20.1,33.8,65.6,32.6,88.5,18.1,15.2,21.3,2
2021-02-10,ukunda_arm_1,2,0.0,28.3,25.0,33.7,,,,,,,2
2021-02-10,ukunda_dispensary_arm_1,2,,28.1,26.0,31.6,,,,,,,2
2021-02-10,msambweni_arm_1,2,0.0,29.4,24.5,37.1,,,,,,,2
2021-02-10,msambweni_insectar_arm_1,2,,29.4,27.5,31.4,73.5,66.6,79.4,24.2,23.5,25.1,2
2021-02-11,kisumu_arm_1,2,0.0,22.7,20.8,24.7,78.5,65.5,87.3,18.7,17.4,20.4,2
2021-02-11,ukunda_arm_1,2,0.0,28.2,24.5,34.9,,,,,,,2
2021-02-11,ukunda_dispensary_arm_1,2,,28.3,26.0,32.3,,,,,,,2
2021-02-11,msambweni_arm_1,2,0.0,30.0,25.3,39.5,,,,,,,2
2021-02-11,msambweni_insectar_arm_1,2,,29.8,28.0,32.1,73.8,67.8,78.1,24.6,23.8,25.4,2
2021-02-12,kisumu_arm_1,2,0.0,24.2,19.2,32.9,67.9,34.9,89.7,17.3,15.4,19.1,2
2021-02-12,ukunda_arm_1,2,0.0,28.3,24.6,36.2,,,,,,,2
2021-02-12,ukunda_dispensary_arm_1,2,,27.8,25.6,31.3,,,,,,,2
2021-02-12,msambweni_arm_1,2,0.0,29.0,24.5,38.8,,,,,,,2
2021-02-12,msambweni_insectar_arm_1,2,,29.4,27.9,31.0,73.8,65.3,79.7,24.3,23.3,24.6,2
2021-02-13,kisumu_arm_1,2,0.0,24.4,21.4,31.0,66.8,43.5,82.2,17.6,16.0,18.7,2
2021-02-13,ukunda_arm_1,2,0.0,28.7,24.5,36.7,,,,,,,2
2021-02-13,ukunda_dispensary_arm_1,2,,28.7,25.9,33.3,,,,,,,2
2021-02-13,msambweni_arm_1,2,0.0,29.7,25.1,39.2,,,,,,,2
2021-02-13,msambweni_insectar_arm_1,2,,29.7,28.0,31.8,76.5,72.1,80.4,25.2,24.2,26.4,2
2021-02-14,kisumu_arm_1,2,0.0,25.5,21.0,33.0,58.7,33.2,83.0,16.0,13.4,18.1,2
2021-02-14,ukunda_arm_1,2,0.0,29.3,25.8,35.8,,,,,,,2
2021-02-14,ukunda_dispensary_arm_1,2,,28.6,25.8,33.4,,,,,,,2
2021-02-14,msambweni_arm_1,2,0.0,30.2,24.3,40.0,,,,,,,2
2021-02-14,msambweni_insectar_arm_1,2,,29.8,27.7,32.1,73.9,64.7,81.1,24.6,24.1,25.6,2
2021-02-15,kisumu_arm_1,2,0.0,27.4,20.7,37.3,56.6,28.2,76.1,17.1,14.6,19.9,2
2021-02-15,ukunda_arm_1,2,0.0,28.6,25.2,33.6,,,,,,,2
2021-02-15,ukunda_dispensary_arm_1,2,,28.3,26.7,31.2,,,,,,,2
2021-02-15,msambweni_arm_1,2,0.0,30.3,25.9,39.3,,,,,,,2
2021-02-15,msambweni_insectar_arm_1,2,,30.2,28.5,32.6,70.4,61.9,76.6,24.2,23.5,24.9,2
2021-02-16,kisumu_arm_1,2,0.0,26.8,23.5,32.9,63.3,43.7,79.0,18.9,17.1,20.1,2
2021-02-16,ukunda_arm_1,2,0.0,27.2,23.9,32.7,,,,,,,2
2021-02-16,ukunda_dispensary_arm_1,2,,27.4,26.0,30.0,,,,,,,2
2021-02-16,msambweni_arm_1,2,0.0,29.2,24.9,37.1,,,,,,,2
2021-02-16,msambweni_insectar_arm_1,2,,29.6,28.0,31.5,70.7,65.5,75.9,23.7,22.7,24.4,2
2021-02-17,kisumu_arm_1,2,16.5,26.6,20.6,35.2,58.1,28.4,78.9,16.9,13.0,18.9,2
2021-02-17,ukunda_arm_1,2,0.0,28.6,23.2,36.0,,,,,,,2
2021-02-17,ukunda_dispensary_arm_1,2,,28.1,25.2,32.4,,,,,,,2
2021-02-17,msambweni_arm_1,2,0.0,29.7,23.6,38.4,,,,,,,2
2021-02-17,msambweni_insectar_arm_1,2,,29.7,27.3,32.1,72.5,65.1,78.8,24.2,23.3,24.7,2
2021-02-18,kisumu_arm_1,2,1.0,24.9,20.7,32.2,70.0,48.5,88.4,18.7,15.8,20.0,2
2021-02-18,ukunda_arm_1,2,0.0,28.4,21.2,36.4,,,,,,,2
2021-02-18,ukunda_dispensary_arm_1,2,,28.4,24.9,33.7,,,,,,,2
2021-02-18,msambweni_arm_1,2,0.0,30.0,22.9,39.2,,,,,,,2
2021-02-18,msambweni_insectar_arm_1,2,,30.0,27.7,32.3,71.8,65.0,77.8,24.3,23.3,25.3,2
2021-02-19,kisumu_arm_1,2,11.9,23.8,20.7,31.6,76.2,40.2,91.3,19.0,16.2,20.9,2
2021-02-19,ukunda_arm_1,2,0.0,28.6,24.4,35.8,,,,,,,2
2021-02-19,ukunda_dispensary_arm_1,2,,27.7,23.4,32.9,,,,,,,2
2021-02-19,msambweni_arm_1,2,0.0,29.4,22.4,39.7,,,,,,,2
2021-02-19,msambweni_insectar_arm_1,2,,29.2,27.1,31.3,74.2,71.6,76.8,24.1,22.1,25.6,2
2021-02-20,kisumu_arm_1,2,0.3,24.2,19.7,30.7,69.3,39.7,92.8,17.5,14.6,19.7,2
2021-02-20,ukunda_arm_1,2,0.0,29.7,25.4,37.2,,,,,,,2
2021-02-20,ukunda_dispensary_arm_1,2,,29.2,26.2,33.6,,,,,,,2
2021-02-20,msambweni_arm_1,2,0.0,30.7,24.5,39.8,,,,,,,2
2021-02-20,msambweni_insectar_arm_1,2,,30.0,27.9,32.3,75.6,69.1,80.4,25.2,24.1,26.4,2
2021-02-21,kisumu_arm_1,2,0.3,24.8,20.5,31.3,62.1,38.1,86.7,16.4,13.4,18.8,2
2021-02-21,ukunda_arm_1,2,0.0,29.4,24.7,37.6,,,,,,,2
2021-02-21,ukunda_dispensary_arm_1,2,,29.0,26.7,33.5,,,,,,,2
2021-02-21,msambweni_arm_1,2,0.0,30.5,25.2,38.5,,,,,,,2
2021-02-21,msambweni_insectar_arm_1,2,,30.2,28.8,31.7,75.9,70.9,80.7,25.5,24.6,26.1,2
2021-02-22,kisumu_arm_1,2,7.6,22.0,18.8,29.7,79.9,46.5,91.2,18.2,16.9,19.6,2
2021-02-22,ukunda_arm_1,2,0.0,28.9,24.0,35.1,,,,,,,2
2021-02-22,ukunda_dispensary_arm_1,2,,28.9,26.3,32.8,,,,,,,2
2021-02-22,msambweni_arm_1,2,0.0,31.1,24.5,40.0,,,,,,,2
2021-02-22,msambweni_insectar_arm_1,2,,30.4,28.1,32.7,71.1,61.3,77.2,24.6,23.4,26.3,2
2021-02-23,kisumu_arm_1,2,0.0,23.5,18.0,32.2,69.8,38.5,92.8,16.9,15.4,18.5,2
2021-02-23,ukunda_arm_1,2,1.3,32.3,28.4,35.2,,,,,,,2
2021-02-23,ukunda_dispensary_arm_1,2,,28.5,25.5,32.9,,,,,,,2
2021-02-23,msambweni_arm_1,2,0.0,30.5,24.5,38.8,,,,,,,2
2021-02-23,msambweni_insectar_arm_1,2,,30.1,28.2,32.0,71.5,66.6,76.7,24.4,23.5,25.5,2
2021-02-24,kisumu_arm_1,2,10.7,23.3,18.7,32.7,70.2,40.2,85.2,17.1,14.9,19.4,2
2021-02-24,ukunda_arm_1,2,,29.0,25.4,36.1,,,,,,,2
2021-02-24,ukunda_dispensary_arm_1,2,,28.7,26.5,32.9,,,,,,,2
2021-02-24,msambweni_arm_1,2,0.0,30.4,24.5,42.3,,,,,,,2
2021-02-24,msambweni_insectar_arm_1,2,,30.3,28.6,32.0,72.7,68.0,78.0,24.9,24.0,25.8,2
2021-02-25,kisumu_arm_1,2,0.0,24.7,19.1,33.0,67.7,32.2,89.7,17.4,14.2,19.3,2
2021-02-25,ukunda_arm_1,2,,29.1,23.9,35.9,,,,,,,2
2021-02-25,ukunda_dispensary_arm_1,2,,28.8,25.5,33.2,,,,,,,2
2021-02-25,msambweni_arm_1,2,0.0,30.8,24.2,39.6,,,,,,,2
2021-02-25,msambweni_insectar_arm_1,2,,30.2,27.9,32.1,71.9,66.2,78.7,24.5,23.9,25.3,2
2021-02-26,kisumu_arm_1,2,0.0,25.7,19.2,34.2,60.1,28.6,84.8,16.4,13.2,19.1,2
2021-02-26,ukunda_arm_1,2,,28.9,23.5,37.5,,,,,,,2
2021-02-26,ukunda_dispensary_arm_1,2,,28.6,25.3,34.6,,,,,,,2
2021-02-26,msambweni_arm_1,2,0.0,30.5,23.4,39.3,,,,,,,2
2021-02-26,msambweni_insectar_arm_1,2,,30.1,27.5,32.6,71.6,64.8,78.1,24.4,23.2,25.4,2
2021-02-27,kisumu_arm_1,2,0.0,26.1,19.8,35.0,55.2,24.2,79.0,15.3,11.1,18.0,2
2021-02-27,ukunda_arm_1,2,,29.2,23.0,36.5,,,,,,,2
2021-02-27,ukunda_dispensary_arm_1,2,,28.8,24.9,33.6,,,,,,,2
2021-02-27,msambweni_arm_1,2,0.0,30.9,23.6,39.2,,,,,,,2
2021-02-27,msambweni_insectar_arm_1,2,,30.3,27.7,32.7,70.8,63.3,78.1,24.3,22.3,25.5,2
2021-02-28,kisumu_arm_1,2,0.0,26.6,20.1,35.9,55.3,25.7,74.6,16.0,12.4,18.3,2
2021-02-28,ukunda_arm_1,2,,29.4,24.4,36.5,,,,,,,2
2021-02-28,ukunda_dispensary_arm_1,2,,28.9,25.9,33.6,,,,,,,2
2021-02-28,msambweni_arm_1,2,0.0,31.0,24.6,39.6,,,,,,,2
2021-02-28,msambweni_insectar_arm_1,2,,30.4,28.3,32.7,70.3,62.7,78.4,24.4,23.8,25.2,2
2021-03-01,kisumu_arm_1,2,0.0,27.8,21.0,37.6,48.3,17.7,77.0,14.3,9.0,18.0,2
2021-03-01,ukunda_arm_1,2,,29.3,23.8,37.6,,,,,,,2
2021-03-01,ukunda_dispensary_arm_1,2,,28.9,25.4,34.0,,,,,,,2
2021-03-01,msambweni_arm_1,2,0.0,30.7,23.8,39.7,,,,,,,2
2021-03-01,msambweni_insectar_arm_1,2,,30.4,28.0,32.8,69.6,61.5,76.7,24.2,23.4,25.0,2
2021-03-02,kisumu_arm_1,2,0.0,29.3,23.2,38.9,45.4,20.6,61.6,15.2,10.8,19.9,2
2021-03-02,ukunda_arm_1,2,,29.1,24.4,36.8,,,,,,,2
2021-03-02,ukunda_dispensary_arm_1,2,,28.7,25.8,33.6,,,,,,,2
2021-03-02,msambweni_arm_1,2,0.0,30.0,23.8,39.5,,,,,,,2
2021-03-02,msambweni_insectar_arm_1,2,,30.2,27.7,32.7,70.4,63.2,77.5,24.2,23.4,24.9,2
2021-03-03,kisumu_arm_1,2,0.0,27.9,23.3,36.3,54.2,23.4,71.1,17.2,12.1,21.0,2
2021-03-03,ukunda_arm_1,2,,29.0,24.3,35.8,,,,,,,2
2021-03-03,ukunda_dispensary_arm_1,2,,28.7,25.8,32.7,,,,,,,2
2021-03-03,msambweni_arm_1,2,0.0,30.5,24.1,39.3,,,,,,,2
2021-03-03,msambweni_insectar_arm_1,2,,30.6,28.5,32.8,68.5,61.3,75.8,24.1,23.6,24.8,2
2021-03-04,kisumu_arm_1,2,1.0,28.0,22.6,36.1,54.7,26.5,79.4,17.0,12.8,20.4,2
2021-03-04,ukunda_arm_1,2,,29.0,26.1,33.5,,,,,,,2
2021-03-04,ukunda_dispensary_arm_1,2,,28.5,26.7,30.9,,,,,,,2
2021-03-04,msambweni_arm_1,2,0.0,30.3,26.1,38.6,,,,,,,2
2021-03-04,msambweni_insectar_arm_1,2,,30.5,28.8,32.6,68.3,59.8,73.8,24.0,23.4,25.0,2
2021-03-05,kisumu_arm_1,2,0.0,27.4,22.5,35.5,54.7,29.6,71.8,16.9,14.8,20.1,2
2021-03-05,ukunda_arm_1,2,,29.3,25.1,35.6,,,,,,,2
2021-03-05,ukunda_dispensary_arm_1,2,,28.8,26.2,32.9,,,,,,,2
2021-03-05,msambweni_arm_1,2,0.0,30.8,25.5,39.0,,,,,,,2
2021-03-05,msambweni_insectar_arm_1,2,,30.7,28.5,33.0,68.6,61.5,74.6,24.2,23.5,24.9,2
2021-03-06,kisumu_arm_1,2,0.0,27.6,22.5,35.8,57.2,28.0,77.4,17.6,13.9,20.0,2
2021-03-06,ukunda_arm_1,2,,29.5,25.2,36.9,,,,,,,2
2021-03-06,ukunda_dispensary_arm_1,2,,29.0,26.4,34.3,,,,,,,2
2021-03-06,msambweni_arm_1,2,0.0,31.2,25.2,40.5,,,,,,,2
